"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","1943","132","49625","5980","51.6","7.9","42214","13174","1.1","1.9","-","-222222222","2.8","3.0","68466","622","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","39.0","8.4","51091","10079","5.6","4.2","53531","17535","51.9","7.5","51250","5462","44.2","8.1","40893","17583","2.2","2.4","9567","50019","45.3","5.8","51766","5107","32.4","6.4","67688","15430","20.1","5.6","25556","5864","1548","144","51159","6637","65.6","7.3","49000","9002","34.4","7.3","57500","29688","55.3","9.2","56898","11393","29.1","10.3","33205","4415","15.6","7.7","42102","13772","395","129","20573","7169","55.9","18.6","21198","4710","42.5","18.0","21250","4011","13.4","14.0","9954","233914","44.1","18.6","18636","27844","37.2","18.5","9267","24431","6.8","9.7","44107","9622","31.5","-888888888.0","(X)","-888888888","27.9","-888888888.0","(X)","(X)","25.8","-888888888.0","(X)","(X)",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","1563","84","50699","8225","37.9","8.4","51875","22821","2.9","3.8","11742","75229","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","59.1","9.2","50625","10977","0.0","2.1","-","-222222222","67.2","8.0","51949","7968","29.8","6.9","49239","27711","0.6","1.0","-","-222222222","58.9","8.9","54454","7697","24.4","7.9","51591","32053","16.1","5.9","30701","5129","1265","135","49987","6128","72.5","8.4","48698","5187","27.5","8.4","65648","13501","67.4","11.2","53785","6567","21.7","10.6","31691","7179","10.8","9.3","51287","12551","298","115","33558","15050","56.4","19.4","23864","20319","51.0","19.8","28125","22382","5.4","8.7","-","-222222222","43.6","19.4","40172","14072","33.9","18.4","33798","25423","9.7","15.1","-","-222222222","27.6","-888888888.0","(X)","-888888888","24.2","-888888888.0","(X)","(X)","34.6","-888888888.0","(X)","(X)",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","1129","67","48819","18929","52.5","12.6","58750","21145","1.5","2.4","-","-222222222","0.0","2.8","-","-222222222","0.0","2.8","-","-222222222","0.0","2.8","-","-222222222","41.4","12.2","42574","17206","4.6","3.7","39000","66735","65.0","9.5","46667","29085","33.5","10.1","49306","23084","0.8","1.5","-","-222222222","51.6","9.0","46771","43355","20.5","7.2","63398","24172","27.1","10.5","45588","27096","873","135","63477","23085","53.4","12.7","40988","12300","46.6","12.7","70774","31104","69.5","12.6","62083","27889","7.4","8.5","17138","48573","23.0","12.9","88255","42028","256","125","31458","3280","58.2","26.0","28750","18240","58.2","26.0","28750","18240","0.0","11.9","-","-222222222","41.8","26.0","32229","43991","32.8","25.4","55463","48039","9.0","13.9","-","-222222222","24.0","-888888888.0","(X)","-888888888","19.5","-888888888.0","(X)","(X)","39.5","-888888888.0","(X)","(X)",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","1632","86","43306","6030","33.0","6.3","38125","10581","3.3","1.7","49821","39166","0.5","0.8","-","-222222222","0.0","2.0","-","-222222222","0.0","2.0","-","-222222222","62.6","6.6","45507","6553","0.6","0.9","-","-222222222","74.8","4.6","46520","6533","21.4","4.0","32642","16154","3.7","3.1","42067","26865","45.2","7.4","50757","10432","36.9","7.0","38500","12623","14.2","4.9","34922","19305","1414","102","45281","5228","68.3","7.4","47061","5980","31.7","7.4","41528","6422","67.4","8.4","47765","5274","22.6","7.8","41250","9793","10.0","5.8","21053","4375","218","69","32670","23085","58.3","15.9","20284","3522","45.9","15.2","20000","3157","12.4","10.3","65391","106999","41.7","15.9","34020","10096","31.2","16.9","33359","10665","10.6","9.4","56625","11124","38.5","-888888888.0","(X)","-888888888","35.6","-888888888.0","(X)","(X)","41.7","-888888888.0","(X)","(X)",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","1520","77","49104","7466","44.4","7.0","45536","13355","21.1","5.5","44091","15763","0.0","2.1","-","-222222222","2.5","2.5","92262","53394","0.0","2.1","-","-222222222","31.4","6.4","59464","32329","0.7","1.0","-","-222222222","45.2","5.2","61734","11101","31.8","5.3","34167","14362","0.0","2.1","-","-222222222","35.5","6.0","64038","10126","38.9","6.3","58125","11622","25.6","5.7","19913","10328","1062","103","59643","13502","54.4","7.9","45714","27731","45.6","7.9","60909","11678","75.8","7.3","63702","10313","16.6","6.4","36090","5748","7.6","5.9","60179","47162","458","101","34444","9591","63.1","14.2","38472","21689","59.4","14.2","31932","22665","3.7","5.8","-","-222222222","36.9","14.2","33472","18028","34.9","14.2","27250","20231","2.0","2.9","-","-222222222","42.7","-888888888.0","(X)","-888888888","41.1","-888888888.0","(X)","(X)","43.4","-888888888.0","(X)","(X)",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","486","88","30904","9087","4.1","4.8","-","-222222222","71.0","15.5","38045","24476","0.0","6.5","-","-222222222","0.0","6.5","-","-222222222","0.0","6.5","-","-222222222","24.9","15.4","30984","7741","0.0","6.5","-","-222222222","24.9","15.4","30984","7741","4.1","4.8","-","**","4.5","6.8","2,500-","-333333333","62.8","15.0","35664","8489","24.1","14.1","19323","48844","8.6","9.2","17717","29202","338","86","32234","8498","81.4","15.9","31144","19626","18.6","15.9","42330","23582","33.4","16.4","35742","7863","66.6","16.4","12250","32365","0.0","9.2","-","**","148","79","19947","20390","53.4","28.7","25781","26498","37.8","28.3","19565","11589","15.5","24.2","-","-222222222","46.6","28.7","19115","27736","46.6","28.7","19115","27736","0.0","19.6","-","-222222222","25.9","-888888888.0","(X)","-888888888","27.8","-888888888.0","(X)","(X)","13.5","-888888888.0","(X)","(X)",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","1339","120","43183","7368","16.0","7.5","27262","21371","31.1","6.5","19063","21364","2.2","3.4","-","-222222222","1.7","2.0","67396","466090","0.0","2.4","-","-222222222","49.1","9.1","49250","13164","0.0","2.4","-","-222222222","63.8","7.0","47202","7423","1.3","1.9","32361","75291","1.4","2.4","-","-222222222","60.1","7.9","48036","8725","32.9","8.8","22050","36375","5.6","3.6","25972","9286","1071","136","44617","8731","72.6","10.1","43067","11600","27.4","10.1","58063","25569","65.2","10.7","50078","14005","27.1","9.1","35991","12961","7.7","6.5","60580","48955","268","116","13917","12828","69.4","22.7","22328","12360","61.9","23.9","25714","20974","7.5","10.7","-","-222222222","30.6","22.7","11824","2703","30.6","22.7","11824","2703","0.0","11.4","-","-222222222","48.5","-888888888.0","(X)","-888888888","46.6","-888888888.0","(X)","(X)","46.6","-888888888.0","(X)","(X)",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","1474","101","35629","2726","27.2","6.2","43750","10289","7.3","4.4","9276","17740","0.0","2.2","-","-222222222","0.0","2.2","-","-222222222","0.0","2.2","-","-222222222","64.1","7.0","35442","3051","1.4","1.5","29886","36446","75.5","6.2","36489","4678","14.6","4.6","28875","14035","7.9","5.4","27596","3639","44.4","8.7","35588","2818","35.0","8.0","41232","5708","12.7","4.7","29107","12587","1144","113","34071","7389","63.9","9.4","30677","7339","36.1","9.4","40179","14033","60.4","11.0","36520","5600","30.5","10.4","26530","4240","9.1","6.3","25417","15113","330","99","27750","13872","39.4","16.6","12586","5188","30.9","15.0","13017","4327","8.5","9.9","9342","8832","60.6","16.6","34762","7087","60.6","16.6","34762","7087","0.0","9.4","-","-222222222","25.9","-888888888.0","(X)","-888888888","22.4","-888888888.0","(X)","(X)","21.2","-888888888.0","(X)","(X)",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","1235","114","43262","7088","23.3","7.5","62083","27985","26.2","7.9","27653","9644","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","50.4","8.5","46910","11367","0.0","2.6","-","-222222222","60.6","7.8","49107","15773","13.1","6.2","58269","45220","4.0","4.6","22315","94301","43.0","9.7","55139","22679","29.6","6.9","48750","25605","23.4","7.5","29612","13829","918","116","49524","21143","62.2","10.8","56991","19994","37.8","10.8","43445","25917","65.9","10.1","68404","20095","25.2","9.3","32386","28886","8.9","5.8","71739","36885","317","109","23105","6482","36.6","18.0","15648","14703","36.6","18.0","15648","14703","0.0","9.7","-","-222222222","63.4","18.0","24718","8306","46.1","25.3","22500","5613","17.4","17.7","58036","44889","34.1","-888888888.0","(X)","-888888888","32.2","-888888888.0","(X)","(X)","39.4","-888888888.0","(X)","(X)",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","1795","179","40179","8269","9.2","4.8","45781","50338","66.0","7.7","33851","8026","0.0","1.8","-","-222222222","3.3","3.3","34549","66653","0.0","1.8","-","-222222222","21.5","8.1","47357","31138","0.0","1.8","-","-222222222","27.0","8.2","47230","29408","3.7","3.4","30938","71423","6.9","5.3","38107","32650","47.0","8.6","29918","6194","38.2","7.9","45694","21748","8.0","5.4","49769","52095","1349","189","40298","6584","69.8","10.8","39097","7538","30.2","10.8","49051","17021","40.6","10.7","65500","26920","49.7","11.4","31852","6212","9.7","7.6","27616","24398","446","152","32083","18609","56.1","22.0","55260","61534","45.3","22.6","26875","31936","10.8","15.1","-","-222222222","43.9","22.0","31042","25103","29.8","19.7","18344","13409","14.1","16.4","34688","21163","40.8","-888888888.0","(X)","-888888888","39.4","-888888888.0","(X)","(X)","37.4","-888888888.0","(X)","(X)",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","599","90","36688","16685","3.3","3.8","26250","27540","96.7","3.8","40273","18596","0.0","5.3","-","-222222222","0.0","5.3","-","-222222222","0.0","5.3","-","-222222222","0.0","5.3","-","-222222222","0.0","5.3","-","-222222222","0.0","5.3","-","**","3.3","3.8","26250","27540","4.2","6.9","-","-222222222","28.9","13.1","34479","33446","41.2","11.3","45972","21147","25.7","11.1","36500","23612","444","102","48611","12626","46.8","16.7","55000","41064","53.2","16.7","47143","8259","45.3","14.1","62361","34009","34.5","14.3","45679","16327","20.3","14.7","58804","29966","155","77","21375","7811","63.9","32.9","21125","6696","58.1","33.5","20000","7990","5.8","9.6","-","-222222222","36.1","32.9","25086","22172","36.1","32.9","25086","22172","0.0","18.8","-","-222222222","49.2","-888888888.0","(X)","-888888888","55.4","-888888888.0","(X)","(X)","31.6","-888888888.0","(X)","(X)",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","1835","186","35298","6466","10.2","4.1","57722","27479","72.2","5.7","32593","8231","1.0","1.3","-","-222222222","0.0","1.8","-","-222222222","0.0","1.8","-","-222222222","14.8","5.9","26550","18340","1.8","2.0","48281","64681","21.0","5.1","37244","16331","6.2","3.4","27278","84530","3.5","3.2","15703","22024","44.0","9.0","33981","11717","45.9","9.4","37917","8199","6.5","3.2","33846","24523","1356","186","37017","8097","47.3","9.8","28824","8956","52.7","9.8","50038","7732","38.3","11.2","57674","21358","50.8","10.8","31799","8138","10.8","6.6","46583","42402","479","153","19756","11452","54.1","20.4","18558","12970","48.2","19.3","17660","7858","5.8","9.6","-","-222222222","45.9","20.4","25278","9307","38.0","18.7","26333","15607","7.9","10.0","11696","13297","32.0","-888888888.0","(X)","-888888888","33.0","-888888888.0","(X)","(X)","20.3","-888888888.0","(X)","(X)",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","1495","133","28018","6427","8.9","3.8","30164","7851","85.4","4.2","27057","8478","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","5.0","3.2","62563","94275","0.7","1.0","-","-222222222","6.2","3.5","17028","61241","8.4","3.8","30428","5468","2.1","2.4","2,500-","-333333333","43.1","8.5","34938","15661","36.0","8.7","31776","9562","18.7","5.4","22378","5130","1102","139","30066","8665","42.4","9.3","34276","16366","57.6","9.3","28512","8366","34.4","8.9","58646","36040","62.2","9.2","21375","5500","3.4","4.0","30862","3221","393","114","20507","5902","55.0","17.9","14655","3663","43.8","17.3","14052","4423","11.2","11.5","15972","191923","45.0","17.9","33688","12208","42.7","17.8","33125","13341","2.3","3.8","-","-222222222","35.1","-888888888.0","(X)","-888888888","34.8","-888888888.0","(X)","(X)","35.9","-888888888.0","(X)","(X)",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","1942","133","47500","8887","2.7","2.9","42888","14069","95.5","4.0","48461","7813","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","1.8","2.8","-","-222222222","1.5","1.8","80083","157806","2.7","2.9","42888","14069","6.2","5.1","32007","14707","33.5","7.7","44138","12512","44.9","7.5","70353","33223","15.4","6.2","34615","24649","1403","201","59712","12788","41.6","12.2","45214","28698","58.4","12.2","64402","20950","39.5","11.6","63472","21521","38.1","10.0","26810","14257","22.5","8.8","89828","3163","539","175","35398","29634","69.8","19.1","36932","23712","57.1","18.5","19219","31554","12.6","12.8","48191","5923","30.2","19.1","12276","47368","22.8","16.0","10994","27718","7.4","12.0","-","-222222222","32.8","-888888888.0","(X)","-888888888","31.0","-888888888.0","(X)","(X)","37.5","-888888888.0","(X)","(X)",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","1836","99","53851","7977","22.5","5.8","40156","15262","54.7","5.3","54531","12590","0.0","1.8","-","-222222222","0.0","1.8","-","-222222222","0.0","1.8","-","-222222222","22.3","4.7","55669","7925","0.5","0.8","-","-222222222","31.2","4.3","54360","10160","13.6","4.4","35694","28586","2.1","2.3","18807","6067","46.8","7.1","47500","18473","39.5","7.0","74271","15719","11.5","4.0","26908","9793","1345","128","59826","5791","56.7","8.2","56059","3388","43.3","8.2","70288","13398","55.8","9.1","68427","17078","42.8","9.3","57771","11688","1.4","1.7","57625","68010","491","143","25523","4924","49.7","14.7","21750","11784","49.7","14.7","21750","11784","0.0","6.4","-","-222222222","50.3","14.7","26114","2847","48.5","14.7","26318","2857","1.8","3.5","-","-222222222","39.2","-888888888.0","(X)","-888888888","36.4","-888888888.0","(X)","(X)","46.8","-888888888.0","(X)","(X)",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","488","66","36905","8518","5.9","7.3","21576","5654","94.1","7.3","38040","6809","0.0","6.4","-","-222222222","0.0","6.4","-","-222222222","0.0","6.4","-","-222222222","0.0","6.4","-","-222222222","0.0","6.4","-","-222222222","4.7","7.2","-","**","1.2","2.2","-","**","0.0","6.4","-","-222222222","36.5","17.8","21957","18999","34.2","16.0","53036","38722","29.3","13.2","39471","17665","314","83","39773","5795","43.6","22.5","16658","26519","56.4","22.5","53405","21905","19.4","14.9","39760","45658","53.8","15.8","38264","11701","26.8","15.1","43875","83986","174","78","21875","9580","69.0","22.0","21563","6057","55.7","23.4","21985","11612","13.2","19.6","-","-222222222","31.0","22.0","29063","82244","31.0","22.0","29063","82244","0.0","17.0","-","-222222222","43.6","-888888888.0","(X)","-888888888","48.7","-888888888.0","(X)","(X)","17.8","-888888888.0","(X)","(X)",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","464","96","20179","13701","0.0","6.8","-","-222222222","100.0","6.8","20179","13701","0.0","6.8","-","-222222222","0.0","6.8","-","-222222222","0.0","6.8","-","-222222222","0.0","6.8","-","-222222222","0.0","6.8","-","-222222222","0.0","6.8","-","**","0.0","6.8","-","**","0.0","6.8","-","-222222222","8.0","10.6","18458","13569","63.8","14.0","28295","11083","28.2","12.0","14131","13243","356","111","26759","19901","29.8","20.5","18922","13818","70.2","20.5","34432","12320","19.9","15.6","37983","23287","64.9","18.4","19935","22986","15.2","13.7","33864","37927","108","62","13049","12602","69.4","42.4","14055","16676","69.4","42.4","14055","16676","0.0","25.5","-","-222222222","30.6","42.4","2,500-","-333333333","0.0","25.5","-","-222222222","30.6","42.4","2,500-","-333333333","48.9","-888888888.0","(X)","-888888888","63.8","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","318","91","21161","4325","2.5","3.9","-","-222222222","88.7","14.3","19583","8597","0.0","9.7","-","-222222222","8.8","13.8","-","-222222222","0.0","9.7","-","-222222222","0.0","9.7","-","-222222222","0.0","9.7","-","-222222222","2.5","3.9","-","**","0.0","9.7","-","**","8.5","9.9","2,500-","-333333333","39.3","17.0","20223","12555","29.2","14.3","42708","17218","23.0","12.0","22708","16627","241","78","18011","11213","67.2","16.9","11389","10801","32.8","16.9","42188","7325","10.4","9.2","51406","22824","77.2","16.7","12115","7495","12.4","13.5","27344","7291","77","53","22798","15901","100.0","32.9","22798","15901","100.0","32.9","22798","15901","0.0","32.9","-","-222222222","0.0","32.9","-","-222222222","0.0","32.9","-","-222222222","0.0","32.9","-","-222222222","41.8","-888888888.0","(X)","-888888888","38.6","-888888888.0","(X)","(X)","51.9","-888888888.0","(X)","(X)",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","546","77","31250","8649","6.0","6.2","50781","38144","94.0","6.2","29952","8237","0.0","5.8","-","-222222222","0.0","5.8","-","-222222222","0.0","5.8","-","-222222222","0.0","5.8","-","-222222222","0.0","5.8","-","-222222222","6.0","6.2","50781","38144","0.0","5.8","-","**","0.0","5.8","-","-222222222","23.1","9.7","24815","8977","53.3","13.7","44931","9193","23.6","11.1","25850","3472","486","83","24839","4686","30.9","12.2","23333","13496","69.1","12.2","26000","6831","26.1","11.5","32054","12901","66.0","11.6","24308","2423","7.8","6.5","24167","294517","60","50","46316","14684","38.3","42.8","45987","3083","38.3","42.8","45987","3083","0.0","38.3","-","-222222222","61.7","42.8","50298","72454","61.7","42.8","50298","72454","0.0","38.3","-","-222222222","25.3","-888888888.0","(X)","-888888888","28.4","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","315","84","26385","6897","0.0","9.8","-","-222222222","100.0","9.8","26385","6897","0.0","9.8","-","-222222222","0.0","9.8","-","-222222222","0.0","9.8","-","-222222222","0.0","9.8","-","-222222222","0.0","9.8","-","-222222222","0.0","9.8","-","**","0.0","9.8","-","**","5.1","8.6","-","-222222222","28.3","19.4","4115","34529","34.0","22.0","37321","7755","32.7","15.5","26182","6259","281","86","27578","12417","44.8","23.8","4625","43341","55.2","23.8","38008","23220","44.5","23.7","36131","19273","49.8","24.2","27353","24310","5.7","9.8","-","**","34","35","9861","26145","100.0","50.9","9861","26145","100.0","50.9","9861","26145","0.0","50.9","-","-222222222","0.0","50.9","-","-222222222","0.0","50.9","-","-222222222","0.0","50.9","-","-222222222","42.5","-888888888.0","(X)","-888888888","42.0","-888888888.0","(X)","(X)","47.1","-888888888.0","(X)","(X)",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","508","98","26923","11484","0.0","6.2","-","-222222222","98.6","2.3","26788","11067","0.0","6.2","-","-222222222","0.0","6.2","-","-222222222","0.0","6.2","-","-222222222","0.0","6.2","-","-222222222","1.4","2.3","-","-222222222","0.0","6.2","-","**","0.0","6.2","-","**","7.1","10.8","-","-222222222","12.6","12.5","9551","22588","49.4","17.4","33607","11299","30.9","10.5","50089","50252","388","91","33750","11099","35.1","19.7","15938","27008","64.9","19.7","36250","19650","31.2","15.6","52607","25169","48.5","18.8","33988","18606","20.4","16.7","10089","26032","120","86","12500","16713","30.0","30.7","11136","8953","30.0","30.7","11136","8953","0.0","23.4","-","-222222222","70.0","30.7","14000","25694","70.0","30.7","14000","25694","0.0","23.4","-","-222222222","45.1","-888888888.0","(X)","-888888888","49.7","-888888888.0","(X)","(X)","30.0","-888888888.0","(X)","(X)",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","398","75","23269","11620","0.0","7.8","-","-222222222","97.2","4.5","22740","12261","0.0","7.8","-","-222222222","0.0","7.8","-","-222222222","0.0","7.8","-","-222222222","0.0","7.8","-","-222222222","2.8","4.5","-","-222222222","0.0","7.8","-","**","0.0","7.8","-","**","0.0","7.8","-","-222222222","37.9","15.0","16435","37422","22.6","12.7","27955","62975","39.4","14.9","23125","13293","304","76","29250","17763","52.3","17.5","16806","28467","47.7","17.5","31607","34920","13.8","10.5","42500","41812","66.1","18.3","17269","15788","20.1","16.9","54728","33183","94","58","13750","11566","51.1","37.0","9531","2994","51.1","37.0","9531","2994","0.0","28.5","-","-222222222","48.9","37.0","22788","16565","21.3","26.0","-","-222222222","27.7","36.8","-","-222222222","42.2","-888888888.0","(X)","-888888888","48.0","-888888888.0","(X)","(X)","11.7","-888888888.0","(X)","(X)",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","573","78","34345","13787","4.2","6.9","-","-222222222","95.8","6.9","32917","15056","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","4.2","6.9","-","**","0.0","5.5","-","**","0.0","5.5","-","-222222222","41.2","14.2","22000","20746","42.4","14.0","39716","18320","16.4","8.9","36364","37946","406","85","34405","18658","36.9","17.5","21000","11637","63.1","17.5","55227","26472","39.9","15.3","71042","48526","46.3","14.7","19750","7743","13.8","12.6","34524","37922","167","77","21625","15679","41.9","26.4","22083","18899","35.9","26.0","21667","8019","6.0","10.6","-","-222222222","58.1","26.4","16354","38141","44.9","25.5","12232","7155","13.2","20.8","-","-222222222","31.9","-888888888.0","(X)","-888888888","39.7","-888888888.0","(X)","(X)","13.2","-888888888.0","(X)","(X)",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","500","81","32188","11297","0.0","6.3","-","-222222222","96.6","4.2","31406","10509","1.2","1.9","-","-222222222","0.0","6.3","-","-222222222","0.0","6.3","-","-222222222","0.0","6.3","-","-222222222","2.2","4.1","-","-222222222","0.0","6.3","-","**","0.0","6.3","-","**","3.2","5.0","2,500-","-333333333","28.2","12.7","51477","47755","48.8","14.0","31563","13962","19.8","7.1","27750","9058","309","84","43125","32201","47.9","19.7","70000","38065","52.1","19.7","33867","22983","63.4","22.7","66136","11355","21.0","16.2","8542","8259","15.5","16.1","33125","46718","191","81","21250","8491","60.2","25.2","14896","16832","57.1","24.9","14271","13975","3.1","4.8","-","-222222222","39.8","25.2","22414","7506","39.8","25.2","22414","7506","0.0","15.6","-","-222222222","26.2","-888888888.0","(X)","-888888888","28.5","-888888888.0","(X)","(X)","22.5","-888888888.0","(X)","(X)",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","343","67","21750","4508","0.0","9.0","-","-222222222","100.0","9.0","21750","4508","0.0","9.0","-","-222222222","0.0","9.0","-","-222222222","0.0","9.0","-","-222222222","0.0","9.0","-","-222222222","0.0","9.0","-","-222222222","0.0","9.0","-","**","0.0","9.0","-","**","0.0","9.0","-","-222222222","41.7","19.1","20750","24623","38.5","16.8","23796","9611","19.8","13.9","19667","12816","279","70","18858","2648","61.6","20.2","16897","9442","38.4","20.2","19351","9304","38.7","21.5","21400","21565","50.9","23.6","18750","6440","10.4","15.0","-","**","64","45","23889","2154","31.3","40.3","45000","54611","31.3","40.3","45000","54611","0.0","37.0","-","-222222222","68.8","40.3","22963","20182","68.8","40.3","22963","20182","0.0","37.0","-","-222222222","11.4","-888888888.0","(X)","-888888888","14.0","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","403","112","35761","5249","0.0","7.7","-","-222222222","100.0","7.7","35761","5249","0.0","7.7","-","-222222222","0.0","7.7","-","-222222222","0.0","7.7","-","-222222222","0.0","7.7","-","-222222222","0.0","7.7","-","-222222222","0.0","7.7","-","**","0.0","7.7","-","**","0.0","7.7","-","-222222222","54.6","19.1","35097","23762","26.6","16.6","46450","17834","18.9","12.0","32414","12574","343","121","35302","9849","32.9","19.8","55203","16766","67.1","19.8","31161","14029","50.1","27.5","28750","17931","39.4","25.7","35212","20976","10.5","13.5","74868","35939","60","55","39405","10546","58.3","48.5","37917","9899","58.3","48.5","37917","9899","0.0","38.3","-","-222222222","41.7","48.5","-","-222222222","41.7","48.5","-","-222222222","0.0","38.3","-","-222222222","42.9","-888888888.0","(X)","-888888888","50.4","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","776","96","27475","6124","1.0","1.8","-","-222222222","97.2","2.3","27206","6359","0.0","4.1","-","-222222222","0.0","4.1","-","-222222222","0.0","4.1","-","-222222222","1.4","2.2","-","-222222222","0.4","0.8","-","-222222222","0.0","4.1","-","**","1.0","1.8","-","**","5.0","5.2","26950","60796","51.5","10.0","25844","3852","27.1","9.4","36532","50682","16.4","6.1","23194","14627","603","105","26802","5603","47.3","13.6","25308","12580","52.7","13.6","32557","3415","18.2","12.7","78250","18482","66.5","13.6","21973","6454","15.3","10.9","31474","7560","173","78","27450","9431","87.3","15.2","27450","7659","81.5","17.5","28523","6281","5.8","9.3","-","-222222222","12.7","15.2","31250","35928","12.7","15.2","31250","35928","0.0","17.0","-","-222222222","41.1","-888888888.0","(X)","-888888888","45.6","-888888888.0","(X)","(X)","3.5","-888888888.0","(X)","(X)",
